"M","h"
0.223280921198984,0.971906709749453
0.211900094283793,0.996312330156461
0.214000232485726,0.791830983547865
0.211508798750888,0.791015150075873
0.208678686708925,0.846167834349584
0.201055669960391,0.772073192532233
0.241642601186448,0.754265272104151
0.231119850461394,0.962800440288605
0.200596704047336,0.897836390388955
0.211824466186445,0.986138093827442
0.219211618553835,0.815218912894735
0.258770704557259,1.02412405114014
0.228749026177771,1.05220996226478
0.227174710523025,0.831056426229664
0.241855475337359,0.9115248472485
0.20377605997459,0.762061274544874
0.208497614579734,0.91441978538922
0.221906689884757,0.973621313389601
0.195846660524385,0.909346262037958
0.225839298798652,0.801321683850628
0.219255952622694,0.863540999101738
0.221810849275015,1.09396892197425
0.193870208514937,0.863904796464344
0.202174614012026,0.904935791591067
0.189205939157351,0.97089855252379
0.244116853484383,0.853612903088257
0.21112581644913,0.752268353097938
0.202275928082998,0.834423485767861
0.219859042056556,0.979814075853568
0.229906517094709,0.819196831603369
0.21365083342901,0.927880082913666
0.222663035637153,0.822769186148505
0.221421247224759,0.876367878006822
0.22722806486199,0.792394440705355
0.194441813310238,0.999163646593084
0.220970001106935,0.859211061292805
0.210465693691796,0.926706574268042
0.217387379402492,0.851918961882129
0.244866338061943,0.861734276963558
0.236938210641213,0.87211096698782
0.203915165842506,0.906664538638269
0.264914388329109,0.91364719147062
0.221957270385662,0.893376180546719
0.204232414031766,0.802787913115069
0.193172624225831,0.828851910540499
0.19970201277119,0.869720107333808
0.229661891582759,0.947633939590434
0.228392085877191,0.936941860149796
0.210281848033605,0.996340609263611
0.22030280186699,0.887314116314245
0.222927882262495,1.01935465194866
0.229109444107819,0.909686998069164
0.218199584755649,0.965550377968003
0.219461805627651,0.818389699229113
0.194005786796462,0.924659203837476
0.236679124291275,0.982390192415462
0.208950325786528,0.887796115761628
0.229949397488263,0.834986947722918
0.261360208341314,0.897672924427437
0.25588215137481,0.747837376472478
0.266316511906937,1.01332391756711
0.197762897547409,0.748234947777502
0.226890153325512,0.844596093131225
0.237208547990095,0.917834768390339
0.2580977904238,0.918834172137706
0.241714538298109,0.942734085907903
0.20411707582658,1.02938156285863
0.204261435754736,0.772306154441319
0.201252175759546,0.953486895413408
0.253456185996068,0.99257922713788
0.229493901602771,0.801464646334174
0.25830779675436,0.851019969314711
0.212380245464087,0.846371399385945
0.194872103513455,0.85111968460718
0.201920071040013,0.952982163929016
0.195818480055112,0.915696128783002
0.228570224629132,0.844123537857544
0.203780130173315,0.811244022941412
0.227825072708884,1.0091417720579
0.202210818193031,0.825468906560626
0.189252561266318,0.968253812792746
0.216686406006633,1.05446991305067
0.229108160686976,0.999428880652506
0.235239399618137,0.926193700819496
0.216673571555662,0.830923734468192
0.182814596744175,0.834322738873259
0.227755170894427,1.02779160424573
0.221004105456211,0.834549509508371
0.190682444411217,0.811733760254511
0.225179682088801,0.883050590611054
0.209401690644368,0.96443924218281
0.259729512829581,0.867418853591542
0.22760130971199,0.826450295735294
0.237762593548459,0.972914668402181
0.266849289357762,1.0293476821282
0.202995834988712,0.86008761895828
0.223298517613911,0.911871611587336
0.183305907302346,0.831413821428986
0.212363293708044,0.824009729101111
0.233958520382434,0.90733957803586
0.231576318305219,0.965052581280381
0.224534448629372,0.913984621045001
0.249845608123482,1.03696225114916
0.241230819788136,1.0122320567643
0.248323315617457,0.916156930143228
0.196798898251383,0.964655764262944
0.243163509148025,0.916849630239243
0.238601871736916,0.857879642413679
0.2151217154603,0.7520873609424
0.212497564724544,0.794023964992549
0.185165165006523,0.858171882551886
0.208707395540692,0.799579529635565
0.19767205665083,0.76580209057146
0.213793386565047,0.826088959291079
0.255331320691041,0.892724149935263
0.237705548902857,0.845530849991668
0.238474728564017,1.0084553166161
0.215698506227027,0.895567194556146
0.22645358649061,0.835498394563467
0.194040635285116,0.797041631931384
0.213059132125274,0.939154949937471
0.223978299122058,0.938234361651113
0.219850694622787,0.948486460146499
0.226579766320422,0.992354480512738
0.201822612417846,0.89642295429662
0.234553662745299,0.886473335322223
0.221451378495642,0.956914633696891
0.221507509241231,0.939132743163418
0.191353846875088,0.874600806261214
0.229189780745786,0.743495572162859
0.230696080968777,0.972287917604635
0.22244489089345,0.805050556555664
0.215474521775527,1.06703499513934
0.225577531336088,0.835363805380341
0.22615547102573,0.951984628825542
0.205033978684394,0.846136711531951
