"M","h"
0.356031985813543,0.941456213135615
0.333271099678585,0.83988145865824
0.339865328903214,0.906992591816345
0.301885704412074,0.938413858145211
0.360759584937398,0.889237683988971
0.388415102246904,1.02256334297976
0.334520314222519,0.80845453272548
0.411668117423951,0.80759365701161
0.364252744541191,0.911965306468701
0.316937626372133,1.03988777453303
0.378609843438872,0.764516179919759
0.434889779325533,0.82741879098519
0.406761405774766,0.999699635329624
0.32039063985603,0.925925171396273
0.350126632547011,0.756894071409542
0.32538577781308,0.834760911789988
0.38197598518247,0.780459149825053
0.387369672339607,0.938336911665966
0.348848510304592,0.806419694149757
0.375125092949405,0.929941287038617
0.337152261445577,0.777470049460392
0.334092944305157,0.882651658458253
0.359891208341565,0.854773838398345
0.358987994074277,0.803994788848292
0.323455957171945,0.882991658787316
0.297522829571169,0.99534275948893
0.387630297046081,0.940824898492378
0.356251688571778,0.892878257078928
0.407211218082512,1.04490371188914
0.381885988265861,1.0834720079872
0.409244623170633,0.868738976166977
0.317570823735676,0.904703185500026
0.414238999120209,0.893870749986379
0.337541379127551,0.863212257555461
0.382294693284171,0.894967096275372
0.385484853696255,0.855002026167415
0.354203572219593,0.879371299403208
0.378854280181894,0.820903054106297
0.397706327551937,0.914407689694151
0.320908757287411,0.968985838249993
0.367264116608905,0.819352972698057
0.355185010459976,0.925702447781797
0.378121620669379,0.865837958001517
0.320564494505471,0.871611558066245
0.324426897309824,0.984737795197187
0.425639660345042,0.870416645094163
0.381593735558483,0.942309238022322
0.434911219059119,0.968266933036777
0.332998619742239,0.847741480258129
0.324842407216718,0.814151516636492
0.303514999977314,0.839030637772384
0.427281907911231,0.998282064231218
0.396699267879431,0.853583520618974
0.419831308778954,0.962360809270706
0.386254625240126,0.968361523298272
0.414071013711958,0.816340529411185
0.333410977156261,0.972003468293098
0.357608989873935,0.988965274326552
0.356588377911603,1.06415778402552
0.404688458953021,0.934534002866417
0.361591606342687,0.914746935772453
0.343060494603962,0.769095934146542
0.428597000369806,0.784096036655155
0.359372956996492,0.862341593926814
0.410212971371336,0.801775456869513
0.34671846403733,0.794815430556262
0.323321280284336,0.841410080748521
0.373485099543223,0.81481946357733
0.358177641990977,0.82124856984359
0.396745211390813,0.928347515262582
0.322173766879172,0.876184579560961
0.374998190311683,0.962123993224371
0.390643357387726,0.866527761116429
0.348693595411438,0.832745741039828
0.348631950236347,0.948818944937329
0.397956214742757,0.932593497717345
0.396937466774436,1.00031466518316
0.329224854453051,0.780570212234175
0.387147841592681,1.0847412782301
0.362110928033287,0.984693149626305
0.386352860184987,0.778147123643285
0.369641262635055,0.912657534266626
0.338263254802666,0.988798860241151
0.398556017215215,0.792155729931333
0.355432367935259,0.859267956441324
0.402553506861089,0.965517128453001
0.382198715944357,1.00601499370962
0.400698998285106,0.815867436555545
0.424792004336502,0.819513403462593
0.310516963412483,0.884353506167407
0.334540658388491,0.810740416888184
0.372036124813112,0.807631134354025
0.318196716583032,0.860780235939501
0.41501278297566,0.792023380986703
0.342725301646503,0.946087969393634
0.340394018821908,0.962296410252773
0.365495716440913,0.805150219596799
0.327803027630537,0.957934259601452
0.34827038551426,0.906572645419904
0.375858128639377,0.789332000279131
0.340022472623925,0.965102155162038
0.365881506571787,1.08692075864488
0.334589235149755,0.820973439697556
0.350393768785748,0.916349941355026
0.373690302730438,0.892020107707775
0.384968928987032,0.905429010192478
0.370968087574713,1.00876219907518
0.353503037029064,0.852736945994373
0.320045191124854,0.879409169695173
0.321171826002975,0.89960663712216
0.35016061015131,0.876517473894849
0.343793508720072,0.894601981431793
0.338285845642323,0.931414192935219
0.367642950622248,1.02239824915686
0.354811243044153,0.967536598053808
0.316056314796211,0.83690442833029
0.351673748784364,1.01034197010525
0.361825314327151,0.972106861262854
0.343552006813654,0.891899863025451
0.353560688103448,0.782678441919856
0.353621552098276,0.83036693627992
0.325921191320756,0.848182625261022
0.299630820647323,0.871753633525262
0.358285685421476,1.01907730668608
0.343363284788487,0.983752976490797
0.392654568020887,1.06548683312468
0.358647687654727,0.857514203204362
0.390610814100482,0.928000415355479
0.386361465926375,1.05940914345124
0.403612679429656,1.02055283522188
0.340338116926394,0.801204326262648
0.374364327672548,0.848476226059722
